cv_score,project_score,skill_match_score,progress_score,missing_skills_count,certificates_count,courses_completed,target_score
65,58,79,78,0,8,7,76.7
75,23,15,27,4,5,2,25.65
56,73,90,78,6,4,4,62.25
48,35,60,26,2,0,5,39.05
21,43,40,57,5,4,11,34.55
46,23,56,43,3,2,1,34.95
89,69,16,49,0,8,8,60.05
87,43,25,83,0,5,10,61.25
90,51,49,86,1,3,4,64.55
69,49,90,70,4,2,3,60.15
61,95,68,66,0,8,12,81.95
54,77,20,30,1,1,6,43.35
42,63,23,79,6,1,4,34.65
87,72,54,45,3,2,4,56.7
83,81,85,86,3,6,1,77.35
28,54,64,93,1,4,2,58.6
71,75,42,18,6,8,11,46.05
77,50,55,55,1,2,3,56.0
88,91,43,22,2,7,2,59.25
33,59,89,81,5,0,11,57.25
52,30,55,12,3,8,10,40.7
43,71,25,94,3,0,6,48.15
73,19,34,78,6,5,7,37.65
26,13,39,11,3,6,4,21.65
90,29,33,34,0,8,9,52.85
34,28,91,28,4,4,4,41.9
48,89,52,65,4,2,11,57.55
44,65,30,25,2,3,3,37.95
75,53,62,41,0,8,7,64.95
90,36,40,17,3,5,10,43.9
40,41,72,57,6,4,4,41.45
30,93,34,52,2,4,2,49.05
67,61,55,48,6,4,10,47.95
26,44,49,12,6,5,7,25.8
71,60,19,90,6,6,3,44.2
62,85,67,51,5,6,1,56.75
88,54,65,36,6,8,12,55.2
80,24,72,52,0,2,6,58.6
76,67,46,87,0,5,11,72.65
56,57,91,90,3,2,1,65.35
32,47,37,40,0,5,8,45.25
45,60,51,93,5,7,7,54.5
87,52,59,25,5,4,12,49.8
46,21,70,16,0,1,4,41.45
65,47,31,33,4,5,5,37.15
52,15,15,81,2,4,8,37.05
28,53,70,86,0,5,12,67.05
93,14,43,36,4,7,12,43.8
52,50,15,69,0,7,1,47.3
83,53,90,19,5,8,8,58.55
23,20,43,15,1,1,4,25.8
34,82,47,16,5,4,4,37.3
89,62,15,62,6,7,9,45.3
57,48,93,79,0,8,1,74.0
48,30,67,57,2,7,11,54.7
63,87,30,31,1,2,5,51.15
57,38,85,52,3,5,4,55.3
40,86,70,29,4,3,9,53.2
33,17,69,12,4,3,4,28.35
23,59,76,79,0,1,1,59.25
51,89,93,11,3,0,0,55.05
55,33,27,81,4,5,3,39.05
44,55,75,32,5,4,11,47.65
40,14,25,45,5,5,6,22.5
72,66,45,94,1,3,9,67.6
75,93,34,58,5,7,5,55.65
87,78,30,29,1,6,4,56.0
43,50,53,50,5,6,6,42.3
77,59,42,83,3,7,6,60.45
35,52,66,43,3,6,9,50.2
35,69,30,35,3,2,1,34.85
82,76,37,22,1,5,0,52.4
79,58,82,88,0,2,9,78.6
73,13,79,22,5,2,2,36.05
83,46,63,76,5,0,0,49.7
42,26,25,74,3,7,3,36.8
43,91,48,51,6,6,6,48.75
25,54,19,64,4,0,8,31.0
92,36,72,78,0,7,3,71.7
70,45,75,67,5,5,4,54.65
35,47,88,80,1,4,5,64.35
28,86,61,78,5,2,11,55.6
82,76,62,58,2,0,6,63.6
56,69,76,33,6,7,3,49.95
87,58,22,56,2,2,8,50.3
87,50,15,45,2,1,9,43.7
82,30,44,60,1,5,0,50.6
27,39,50,40,2,5,12,43.15
38,35,82,24,2,4,7,47.45
56,60,34,94,4,1,5,48.5
42,80,39,47,2,6,3,50.8
95,47,32,13,4,4,4,38.15
74,14,57,26,1,1,2,39.9
58,73,51,36,4,5,3,47.85
47,46,17,77,3,8,9,44.8
86,32,52,23,3,4,2,42.1
60,24,30,62,5,7,10,37.5
28,25,90,96,5,4,1,49.25
80,88,88,75,0,4,3,84.1
62,79,25,77,5,5,7,50.05
41,73,57,61,3,2,0,49.85
72,78,56,12,5,7,6,49.2
91,64,70,71,1,8,1,73.8
83,53,85,41,3,2,6,60.65
78,35,31,69,3,1,7,44.25
87,21,71,29,2,1,8,49.55
41,35,76,75,5,5,3,47.75
37,94,31,75,1,1,11,59.0
62,94,46,13,6,2,7,42.4
32,14,17,51,1,7,12,34.3
23,81,78,18,6,7,4,44.45
26,57,15,15,3,4,11,28.15
25,60,28,53,5,0,8,30.5
73,21,43,13,5,1,2,24.65
36,23,46,13,0,0,8,33.35
87,18,37,62,4,5,10,44.4
30,12,24,49,3,4,3,23.2
77,26,75,43,0,0,0,53.0
40,69,53,26,2,5,4,47.35
66,95,28,73,2,5,10,63.95
77,58,67,66,1,5,4,66.7
91,83,33,32,4,7,4,52.85
81,93,37,38,5,0,5,48.15
95,87,18,47,1,1,1,54.35
84,74,84,78,6,6,0,65.9
41,27,17,46,2,7,3,31.35
90,41,34,74,2,5,6,55.25
66,35,20,56,2,8,6,43.55
37,13,30,26,3,2,8,22.95
41,77,77,65,0,4,11,72.25
83,26,87,27,0,6,10,64.4
37,91,60,68,0,0,6,64.75
86,60,75,19,1,1,7,60.3
43,13,20,98,4,8,3,35.35
32,49,82,37,1,0,10,53.15
75,46,35,40,0,1,4,47.8
53,17,33,61,0,4,6,43.15
64,95,40,31,4,4,5,50.45
25,68,89,59,6,6,6,53.3
50,26,43,11,2,6,0,31.4
72,50,32,28,5,3,7,35.5
89,59,27,87,4,3,11,55.95
36,65,33,48,3,3,0,37.85
80,23,77,48,2,2,8,55.05
69,31,49,14,6,0,10,29.05
54,29,44,13,0,4,8,41.05
35,84,89,20,1,5,10,65.2
88,87,30,62,2,0,9,60.25
40,92,78,84,4,3,1,64.1
56,30,27,31,3,0,10,30.5
80,13,36,39,0,2,12,45.45
26,95,22,40,3,0,1,36.55
58,12,41,21,0,6,10,40.9
33,37,32,66,6,3,6,29.05
83,51,31,45,2,4,0,45.85
43,12,88,34,5,4,11,41.0
53,19,65,70,4,4,6,45.05
59,32,60,98,4,1,3,49.7
57,68,28,87,2,2,4,52.8
64,86,88,53,4,8,4,69.7
30,88,90,64,3,5,1,64.8
45,18,50,37,0,4,11,44.6
89,36,75,65,5,8,9,60.7
28,59,72,78,0,5,10,66.55
33,65,70,76,3,6,10,61.35
20,21,89,46,6,8,4,38.55
70,43,67,62,5,1,4,47.55
76,65,20,87,4,5,2,49.85
69,73,56,37,0,6,12,67.05
20,21,73,85,0,1,4,50.95
43,26,47,86,4,5,3,41.9
30,13,37,28,3,6,2,24.25
76,27,21,92,2,7,7,50.75
26,93,94,10,2,2,9,59.75
64,81,64,44,2,0,5,58.55
24,79,72,67,6,0,7,48.05
65,59,75,38,1,8,4,63.75
44,35,35,73,2,8,10,49.05
52,66,34,39,4,1,0,35.7
86,88,36,69,6,3,6,54.2
30,27,76,62,6,2,7,38.05
93,42,95,100,2,5,9,81.1
38,64,54,53,4,1,7,44.7
33,52,76,71,0,1,0,57.4
77,32,48,38,3,4,1,41.6
76,40,22,87,3,3,4,46.1
40,20,20,97,1,1,10,41.7
61,85,28,81,4,4,3,52.75
82,89,35,61,5,6,4,55.65
81,51,15,74,3,8,1,47.65
33,29,80,29,5,3,10,38.55
71,38,15,62,6,8,12,38.0
64,88,92,20,6,5,6,58.4
63,45,69,65,4,5,2,52.55
62,37,35,45,2,3,3,40.05
28,58,60,52,4,5,3,44.0
75,90,40,11,2,2,12,54.3
68,80,63,16,5,4,3,47.9
65,52,48,55,0,3,8,57.8
81,52,22,55,2,3,10,49.2
29,76,24,92,1,8,2,55.3
33,24,71,48,4,8,7,43.4
46,26,94,77,3,5,11,61.3
77,44,58,40,5,8,12,51.7
50,54,90,52,5,2,9,54.5
84,88,24,45,0,8,5,63.9
81,95,48,97,3,1,0,67.05
47,24,47,97,0,6,1,54.2
46,71,56,86,3,6,11,63.75
75,20,82,58,0,8,5,65.1
42,15,86,59,2,1,11,51.05
67,32,36,69,2,2,10,47.6
46,64,63,65,5,2,4,48.2
24,79,67,13,4,0,5,39.75
42,37,45,64,5,7,9,41.55
32,63,24,13,2,8,3,34.85
50,57,50,57,4,2,8,46.25
64,91,93,31,5,7,6,65.75
83,61,91,33,4,0,4,57.75
93,80,76,52,5,3,5,64.2
52,42,32,17,4,3,3,27.8
93,33,34,29,1,7,11,51.45
68,21,24,72,6,3,9,32.35
51,90,55,37,4,6,8,55.4
78,73,27,94,4,7,12,62.35
40,54,68,45,2,3,7,51.8
78,94,30,75,2,1,12,64.9
44,87,68,63,6,0,0,48.55
84,61,66,68,5,7,12,64.55
57,20,36,56,5,7,12,37.5
60,24,29,37,5,0,5,24.1
94,11,35,63,4,3,10,42.05
74,16,79,16,2,5,3,46.2
81,14,66,97,0,5,6,65.9
73,77,89,17,4,1,0,54.75
32,37,51,58,6,1,2,29.35
63,18,18,21,5,3,11,22.1
79,53,21,64,0,3,7,54.05
45,32,40,99,6,2,6,38.4
87,43,54,66,5,6,8,53.85
67,20,32,13,5,3,4,22.5
48,60,69,86,1,6,5,67.3
89,90,27,19,2,4,4,52.4
87,31,64,26,6,8,0,40.95
23,45,41,99,0,2,1,50.05
51,42,56,69,3,4,6,50.0
27,64,65,68,2,3,4,53.9
88,30,62,34,3,6,4,49.8
75,38,73,30,0,2,9,58.5
69,78,71,86,4,8,3,69.7
24,49,58,92,2,0,10,52.85
34,33,91,57,6,5,2,43.75
40,75,77,85,6,8,6,61.25
42,60,67,79,3,2,1,53.9
42,37,19,98,6,0,4,29.95
30,63,44,61,0,4,2,51.35
86,16,24,72,6,5,8,35.8
34,19,90,40,1,4,3,48.75
60,78,94,95,2,7,10,84.3
28,57,92,47,5,3,9,51.25
68,57,20,100,0,3,2,57.25
95,88,33,45,2,0,11,60.4
94,81,28,34,6,7,2,45.85
62,70,52,89,4,0,7,56.8
25,45,54,96,6,8,3,44.55
28,39,56,14,2,0,10,34.95
78,65,72,63,0,0,0,66.05
52,35,25,52,0,8,9,47.95
51,11,85,43,5,8,6,43.95
26,58,54,67,5,8,12,49.2
70,17,45,96,4,5,0,44.95
53,20,30,70,3,1,6,34.9
78,69,66,59,5,3,3,55.85
73,64,38,77,2,3,3,56.3
95,25,40,100,4,8,5,56.15
40,40,72,12,6,5,10,36.0
31,54,24,13,3,1,1,23.3
22,56,24,64,1,7,2,42.5
70,73,38,32,6,2,4,38.65
38,32,22,35,4,1,7,23.5
36,47,44,19,3,4,12,37.65
57,44,26,48,6,4,0,28.0
46,17,72,25,2,4,1,38.75
81,11,70,83,0,5,3,62.05
23,59,24,54,6,7,9,32.45
68,66,28,58,1,7,1,53.7
31,80,56,59,1,2,7,57.4
83,48,66,13,1,8,12,60.9
56,59,48,23,4,5,3,40.45
26,26,83,13,5,8,8,37.1
60,44,33,91,2,8,6,55.5
95,62,91,24,0,8,5,75.5
56,27,17,31,4,7,1,25.35
23,63,31,63,1,5,4,45.75
73,31,93,32,6,2,0,43.25
83,62,52,55,2,3,4,58.1
79,87,25,100,4,0,9,59.55
68,83,64,49,3,3,5,60.75
80,33,45,24,1,6,10,49.85
60,47,30,67,1,4,8,50.85
62,34,58,71,3,7,0,50.6
89,60,40,63,6,2,11,49.5
59,94,46,20,6,0,12,44.1
73,72,95,67,3,5,8,75.0
67,68,19,48,0,8,12,58.1
88,15,78,70,4,5,12,58.75
90,70,18,18,0,3,8,50.9
86,32,45,37,5,6,7,41.9
55,56,84,95,0,1,9,74.5
66,15,89,88,3,3,6,59.15
93,12,70,77,5,5,7,53.0
58,75,25,29,5,6,1,36.45
38,67,70,54,0,0,10,61.15
59,47,63,19,4,0,0,36.25
76,21,15,56,3,8,2,36.05
58,66,37,41,5,7,12,46.5
28,61,16,18,4,1,0,20.05
50,20,58,46,4,5,11,41.1
40,89,23,19,6,8,10,37.35
50,22,64,71,4,0,9,43.4
95,85,16,19,5,6,10,46.15
47,16,34,39,5,3,1,21.8
37,32,21,21,2,1,10,26.7
76,44,49,53,5,4,3,43.7
47,65,16,15,0,0,10,38.45
30,38,41,20,2,1,11,33.1
52,89,25,48,4,2,9,45.85
68,76,24,69,4,3,5,48.5
25,54,65,51,6,7,9,43.3
54,90,23,67,0,7,12,65.2
89,57,75,98,1,3,9,78.55
40,44,60,84,3,0,12,52.3
84,84,72,26,0,7,5,72.7
50,95,40,71,3,3,8,58.85
87,10,63,12,1,1,5,42.0
24,23,46,65,0,2,5,41.45
68,72,56,27,6,3,10,46.2
30,49,79,45,4,4,5,46.65
91,85,37,52,2,3,4,60.35
42,37,77,21,5,1,1,33.75
83,62,37,98,3,6,11,65.6
80,20,76,22,5,5,4,41.7
63,88,68,30,0,2,3,64.1
91,35,58,59,3,0,10,53.65
50,30,29,51,1,1,5,37.2
77,73,38,34,6,3,0,39.25
34,39,18,34,6,3,12,22.15
35,22,81,56,4,6,5,45.3
58,73,30,45,3,8,6,49.75
41,41,71,23,0,6,2,50.15
59,11,67,17,6,2,12,30.65
27,84,63,47,5,3,10,49.6
92,47,37,25,2,4,10,49.45
66,68,38,11,5,0,2,32.3
75,17,87,54,2,3,0,53.55
35,83,34,79,4,4,7,50.45
87,72,75,83,4,1,6,68.3
26,39,42,42,4,7,0,31.55
69,76,68,76,4,8,9,69.3
29,84,41,75,2,6,12,59.9
92,19,90,82,1,0,12,70.05
21,42,67,87,0,7,9,62.3
34,59,72,93,6,8,8,57.15
44,26,54,60,6,1,1,29.8
57,28,46,28,5,2,9,31.4
31,56,68,80,1,5,11,63.6
48,87,76,68,0,0,1,68.25
47,92,26,78,4,1,11,52.1
47,63,23,80,5,7,10,46.15
69,70,20,88,0,6,2,60.7
51,89,92,41,5,6,3,62.05
84,16,77,17,1,3,9,51.7
54,20,45,87,6,6,12,42.5
26,44,87,64,5,7,5,50.7
41,74,33,84,2,0,7,51.9
67,80,63,10,3,3,5,51.7
33,24,19,86,4,3,1,28.4
21,34,33,33,3,6,7,30.0
95,69,16,56,2,1,8,52.05
42,34,54,72,1,1,7,49.3
92,49,36,44,1,7,1,53.85
73,71,94,25,0,8,3,73.45
78,72,22,32,5,3,6,39.5
77,47,40,98,2,7,9,63.85
35,57,31,44,2,6,9,43.65
92,34,94,81,0,7,2,77.9
90,68,37,76,4,0,10,56.3
94,70,57,45,1,2,2,62.5
47,20,60,39,5,2,11,34.8
24,24,38,97,1,7,8,48.7
30,27,20,14,4,6,1,16.85
27,42,21,90,0,1,3,42.5
77,28,48,65,6,7,3,41.9
41,58,83,65,6,8,7,55.5
83,41,59,24,4,1,7,43.65
67,70,85,49,3,7,1,64.8
44,30,38,20,4,3,1,24.6
51,17,59,90,0,1,9,55.45
92,11,62,57,1,2,10,55.25
41,43,82,76,0,5,1,63.25
73,69,34,77,0,8,8,67.85
48,25,57,10,3,2,1,29.55
46,28,58,99,1,4,12,60.1
55,24,78,42,2,1,4,46.6
83,87,90,99,6,6,11,80.45
92,68,24,35,5,1,1,38.4
37,43,28,57,6,8,1,29.85
78,63,77,59,2,5,12,71.25
55,24,68,30,4,0,0,33.4
94,40,40,59,2,3,7,53.5
84,75,68,56,0,4,1,70.85
35,83,18,72,1,1,6,48.85
32,64,55,47,4,1,3,40.6
21,39,81,15,1,1,9,44.05
79,55,36,36,6,1,6,36.35
51,82,30,79,3,6,5,55.3
79,45,67,87,5,7,1,58.15
61,73,30,94,1,5,8,63.75
63,91,64,55,1,5,1,67.55
22,28,81,97,4,1,8,49.9
65,56,79,16,5,7,10,52.0
59,48,44,88,1,6,3,58.4
88,24,80,88,4,4,6,61.4
61,31,59,22,6,6,7,35.35
81,18,28,13,1,2,7,34.3
57,49,94,74,0,3,1,69.55
60,26,90,22,3,5,8,50.4
42,50,52,62,3,5,12,51.4
50,25,40,36,1,1,1,34.25
73,69,51,40,5,6,8,51.45
83,32,74,47,6,5,1,45.7
95,68,16,39,2,1,4,46.4
58,32,51,93,6,1,1,39.8
27,38,95,42,5,0,7,42.8
61,49,62,96,6,6,0,52.05
31,39,87,91,4,7,7,59.35
30,20,75,13,0,8,3,44.0
93,61,19,67,5,0,1,40.95
94,68,71,86,1,8,9,82.7
54,56,26,84,2,2,6,49.0
88,67,88,61,1,4,8,77.65
59,68,52,62,2,7,6,60.4
28,52,92,38,6,6,11,49.1
75,89,19,87,4,3,6,55.75
48,75,26,84,5,0,11,45.95
52,72,28,94,2,3,10,58.0
28,34,89,16,4,8,10,45.4
21,76,46,53,2,6,2,48.4
91,72,62,97,4,0,5,66.7
35,19,33,71,2,3,5,35.75
66,67,59,51,4,8,12,60.25
73,10,64,52,0,7,4,54.3
62,72,60,21,2,5,7,55.1
38,93,42,76,1,6,4,62.95
63,51,15,99,0,1,10,55.45
65,37,73,46,5,0,6,43.85
27,70,31,40,1,5,6,44.7
93,14,24,25,5,0,0,21.8
63,32,92,49,3,4,1,54.2
38,46,78,41,4,6,4,47.5
95,52,53,26,5,6,12,51.4
62,85,90,91,0,5,6,85.85
61,25,73,67,5,3,11,49.15
23,57,80,13,3,6,0,42.75
47,69,34,71,6,7,0,41.65
39,42,64,38,4,6,1,40.4
76,27,61,71,0,7,5,62.55
49,44,79,14,2,5,5,48.8
72,48,66,60,6,1,6,47.0
58,77,78,46,2,1,4,61.25
21,79,28,56,2,2,5,42.65
82,32,51,47,4,2,2,41.7
65,60,95,40,0,2,6,69.1
50,10,67,96,3,0,12,50.3
25,31,31,31,0,6,6,36.05
34,17,74,13,3,3,11,36.25
50,64,34,52,4,1,8,41.4
58,94,43,90,0,8,2,73.4
28,23,64,94,2,4,10,52.55
84,14,48,55,2,1,10,46.5
53,90,61,46,4,5,5,57.1
64,69,63,30,2,1,2,51.75
75,61,64,33,2,0,8,55.05
21,72,30,96,4,7,7,49.5
80,17,59,76,3,0,7,49.15
47,29,21,36,1,0,12,33.65
52,65,38,38,6,0,10,35.65
84,76,56,65,1,0,3,64.6
40,73,35,66,4,7,2,46.55
63,75,22,89,5,6,12,54.05
47,89,81,99,4,4,12,74.95
45,82,79,44,2,1,1,58.3
45,32,23,45,1,7,9,40.5
68,56,24,19,0,8,4,47.0
81,68,84,31,2,6,6,67.4
24,36,19,54,1,6,0,32.6
43,64,39,32,5,0,4,32.2
34,21,70,13,2,6,6,38.45
39,37,89,45,6,4,12,46.95
80,19,88,20,5,3,7,44.55
23,94,39,82,0,8,9,67.1
52,44,82,45,3,0,3,49.0
52,30,27,27,4,2,4,25.0
59,34,43,32,2,7,4,42.2
76,82,78,65,5,2,4,63.2
79,31,54,28,3,2,5,41.95
66,18,74,22,3,6,4,43.6
36,17,59,27,1,7,9,42.15
37,76,82,88,5,3,11,64.0
55,71,91,92,4,1,6,68.25
43,46,22,21,2,8,1,32.8
28,17,85,72,3,1,11,48.55
42,17,52,92,5,8,2,41.55
90,64,33,90,1,7,9,69.5
48,86,39,11,0,1,6,48.8
67,52,26,25,0,8,12,51.6
70,45,35,83,0,5,8,60.35
52,12,37,58,0,5,12,46.1
74,76,87,66,0,0,12,79.1
84,27,61,58,5,7,4,48.55
56,40,68,96,2,4,12,65.0
72,76,48,50,0,5,1,62.3
57,10,54,72,2,6,10,49.3
94,63,52,50,3,4,5,58.35
63,37,81,34,4,8,5,51.85
82,77,75,49,0,5,8,75.95
74,69,73,70,0,8,2,75.35
87,19,18,83,5,8,0,38.05
86,48,19,55,5,5,1,37.9
90,70,47,15,0,5,1,57.1
60,35,94,53,5,8,6,56.45
47,67,62,85,6,0,9,51.25
81,92,32,30,1,6,0,57.1
34,43,46,78,4,5,5,43.45
73,67,31,12,1,3,2,43.95
39,44,68,28,0,2,10,51.4
72,47,46,75,4,4,5,50.65
26,89,74,25,1,4,11,60.85
22,55,49,70,6,7,8,41.45
25,86,38,37,6,5,10,39.3
60,14,26,100,2,8,5,47.2
48,57,85,86,5,7,5,62.15
77,83,82,37,4,8,10,69.55
72,35,15,29,1,7,11,42.05
87,29,80,12,2,5,4,52.05
64,14,24,83,4,5,1,34.6
57,60,87,48,1,3,2,63.0
41,30,31,64,1,4,11,44.0
33,68,38,74,5,0,7,40.8
47,68,52,20,1,7,8,53.1
38,47,38,76,3,7,5,46.55
40,79,48,20,5,7,8,43.25
77,56,17,93,0,8,6,62.5
71,19,75,68,2,1,1,51.35
73,78,17,98,0,3,11,66.7
38,32,52,27,6,2,0,23.2
60,43,58,18,5,1,4,34.05
70,55,18,52,5,8,5,39.95
22,51,48,58,0,4,2,47.35
52,32,83,27,2,2,6,48.3
47,54,84,42,6,5,3,47.0
69,47,95,17,2,4,5,58.15
41,83,15,77,4,1,1,40.15
41,26,79,49,0,8,12,60.6
42,52,26,10,2,6,7,34.5
53,22,65,14,4,1,8,33.2
92,39,77,37,6,8,9,54.55
41,60,91,85,5,6,2,60.8
56,85,65,36,5,3,2,50.05
48,84,79,85,0,3,11,79.2
33,63,73,72,1,2,1,58.25
56,50,32,94,5,1,8,44.4
51,66,58,13,4,6,3,43.0
38,72,48,89,4,3,11,55.7
81,45,52,48,6,3,3,41.55
89,39,75,69,6,6,8,57.65
36,40,78,76,6,7,12,52.4
51,91,89,89,3,4,3,74.65
33,20,67,31,6,0,5,25.4
76,47,75,12,0,0,2,52.85
45,33,22,23,3,0,3,22.45
95,41,85,77,6,3,11,63.05
21,83,19,82,4,4,1,40.75
72,86,35,88,0,5,3,69.5
47,67,38,72,3,3,6,49.85
85,17,51,33,3,4,10,43.85
80,20,67,83,4,8,1,54.6
22,42,90,97,4,0,5,53.8
56,32,84,75,2,4,7,61.1
74,23,52,97,3,3,3,51.95
84,88,85,62,4,0,6,69.7
54,63,48,37,1,7,12,57.45
77,28,36,29,4,5,11,38.5
60,57,39,41,4,0,4,38.15
29,90,32,96,6,1,12,48.9
26,72,20,10,2,2,11,33.3
30,93,54,52,5,1,11,49.65
32,79,69,51,2,5,10,61.05
74,43,23,44,5,8,10,40.15
79,68,37,92,0,7,0,67.9
66,66,58,39,0,7,4,62.5
66,18,47,22,5,2,12,31.3
63,20,40,29,4,7,5,33.5
52,87,34,13,4,3,11,42.85
58,58,27,74,1,6,8,55.3
81,68,95,50,1,5,12,79.2
36,34,42,46,0,1,8,42.3
49,57,48,65,5,7,8,48.55
29,86,70,88,2,4,6,67.1
70,75,33,53,5,5,9,49.25
68,16,77,88,6,2,10,49.9
67,78,48,95,2,1,2,63.1
82,43,78,57,0,5,10,70.95
73,58,39,35,3,7,10,50.9
95,39,87,33,2,3,5,61.35
83,51,71,69,3,8,0,63.35
27,40,61,45,6,1,1,29.0
64,54,69,54,4,2,6,52.4
54,73,23,78,2,2,0,48.15
82,53,27,60,6,1,10,40.55
59,82,88,94,2,3,9,79.4
70,22,60,26,2,7,0,43.3
53,18,18,23,4,8,10,26.5
79,81,74,56,5,8,7,66.85
28,70,53,90,2,6,5,59.3
69,30,61,32,1,2,6,48.1
70,15,82,47,1,2,3,52.35
70,84,39,81,2,4,10,66.1
71,33,81,93,4,0,10,60.35
56,16,62,92,6,1,8,42.0
93,21,65,75,4,0,12,54.35
77,30,73,85,4,1,1,53.1
52,34,48,19,0,2,8,42.7
95,13,44,49,6,2,9,36.35
35,85,57,54,5,3,2,47.05
81,69,95,38,6,1,4,57.35
58,64,91,91,2,2,8,73.7
78,26,82,67,0,7,5,68.2
43,85,39,46,1,7,1,54.35
40,53,36,31,4,7,10,38.85
79,10,71,52,3,0,11,48.0
20,23,56,92,1,0,2,43.45
61,63,19,33,2,7,5,43.35
21,41,76,89,4,7,4,52.65
64,20,81,10,5,4,10,39.8
73,12,57,61,4,7,7,46.0
34,45,41,15,2,6,9,37.65
33,39,38,49,6,7,3,29.65
32,66,64,99,0,0,7,65.4
71,95,74,21,4,3,12,62.75
38,94,16,33,5,0,1,30.5
70,28,28,79,2,7,8,49.8
74,50,30,94,5,6,6,50.4
62,52,36,98,0,2,0,57.4
68,48,38,49,0,4,9,54.5
85,33,71,41,1,7,4,59.85
33,57,16,48,0,5,11,44.75
95,18,93,15,5,7,9,52.0
83,27,18,35,1,4,4,38.45
20,72,49,61,3,4,11,50.1
32,81,43,61,6,1,2,38.55
79,90,48,16,1,6,4,60.2
74,42,18,64,3,1,2,37.8
69,68,85,23,1,7,6,67.0
85,13,72,89,5,5,12,57.15
66,71,95,26,6,8,12,62.05
53,29,76,83,1,2,6,59.35
57,83,52,37,5,5,5,49.15
38,51,29,99,3,0,9,45.85
60,35,21,99,3,0,11,44.85
38,73,17,71,3,8,8,48.05
43,70,71,62,1,2,0,58.9
75,82,84,72,4,5,1,69.6
59,35,58,60,6,4,2,39.15
62,10,16,10,1,5,4,25.2
92,41,57,14,3,8,1,47.95
64,19,39,84,1,6,2,49.35
25,65,50,64,0,6,11,59.35
32,55,35,59,3,2,6,39.55
30,60,75,19,4,8,11,49.2
28,68,92,87,3,6,3,66.4
20,45,19,19,2,5,1,24.25
37,21,93,29,1,8,2,51.25
83,64,88,64,5,6,10,69.1
35,87,77,50,0,7,12,73.45
78,71,28,43,2,1,0,46.15
63,88,41,99,3,7,1,65.3
37,35,17,25,6,6,0,16.05
91,84,80,40,6,3,4,60.6
56,59,26,13,2,2,8,36.95
35,95,35,80,3,4,4,54.95
56,31,51,79,2,0,3,46.55
27,36,42,79,3,5,5,41.8
28,60,36,95,3,1,8,47.7
84,77,15,23,2,0,12,46.15
31,79,83,62,0,5,5,69.75
48,65,40,82,6,5,10,48.25
22,47,20,79,3,8,2,37.85
41,71,75,28,5,0,12,47.55
65,88,74,78,0,7,9,82.9
41,63,27,87,1,5,2,51.95
80,91,26,87,5,6,3,57.75
43,37,52,87,1,6,5,55.65
32,22,16,15,2,8,8,25.1
56,64,54,62,3,0,8,52.3
43,59,88,79,0,0,1,66.05
37,48,72,32,1,4,3,49.6
51,76,54,38,3,7,11,56.6
93,75,46,13,0,6,10,63.55
71,22,41,27,1,7,4,42.5
48,83,29,66,0,8,1,59.15
35,27,26,66,5,6,0,27.05
54,93,45,58,1,1,1,57.95
61,30,89,97,2,1,4,63.6
63,89,41,91,0,1,4,68.15
91,90,61,19,2,1,0,58.6
63,25,58,54,5,4,11,43.25
74,64,78,83,0,2,9,76.9
52,64,34,88,5,2,10,48.3
29,66,53,93,1,6,12,65.1
92,50,15,54,5,2,6,38.3
28,25,83,41,6,1,10,35.75
64,42,37,20,6,2,12,31.0
47,68,78,44,1,0,5,58.6
58,88,64,39,2,5,12,65.6
81,27,24,70,4,7,0,39.75
78,13,30,48,5,6,9,34.25
82,94,26,88,3,2,0,59.4
84,52,93,10,6,7,7,53.8
71,68,87,38,3,6,12,68.2
80,15,35,32,6,7,0,27.25
48,86,66,16,2,8,11,61.0
82,81,79,39,1,3,5,70.55
51,41,86,69,1,1,2,59.35
31,67,82,42,3,1,8,53.25
50,64,45,45,0,1,3,50.8
49,78,62,95,0,0,9,71.4
63,63,45,28,1,8,5,53.85
63,40,56,73,2,3,6,54.4
29,69,49,33,1,5,6,48.85
47,15,15,23,3,2,7,19.85
56,24,48,99,6,2,4,40.0
44,87,23,12,5,6,4,34.15
91,20,83,12,6,4,2,39.7
60,62,21,73,4,7,12,50.0
27,29,84,21,4,6,6,39.85
83,32,50,96,4,4,1,52.5
88,26,29,66,3,0,1,39.0
37,93,48,77,2,1,12,62.25
91,26,78,96,6,7,6,60.9
57,29,41,53,4,8,3,39.45
28,32,72,30,5,2,2,31.3
57,53,95,78,3,1,9,66.55
22,18,57,48,4,2,7,30.7
49,73,95,21,6,7,3,52.85
20,37,27,30,3,7,3,26.95
77,78,71,63,0,7,1,74.9
34,35,44,88,0,0,7,49.85
75,60,80,44,0,2,7,67.9
45,14,24,56,1,0,12,34.4
44,33,31,43,6,1,11,26.25
71,31,42,49,5,7,8,41.45
93,74,65,55,4,1,10,63.4
42,11,94,86,6,4,0,44.75
69,38,31,59,0,8,3,52.3
42,66,25,96,1,8,7,59.0
25,53,43,11,2,7,6,36.95
86,32,45,42,3,7,10,50.2
27,22,18,28,4,2,12,19.5
41,45,23,70,3,7,11,43.95
40,57,59,31,3,7,11,49.75
23,52,56,87,2,2,4,50.4
71,11,33,91,5,7,3,39.65
60,57,82,60,0,1,9,68.15
73,86,54,57,3,1,6,60.0
