conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41de7eb8-be07-4822-ba85-b76e9b8d6e4e,sustainable forest management,released,knowledge,sector-specific,SFM | sustainable forestry | environmentally friendly forest management | environmentally friendly forestry,"The stewardship and use of forest lands in a way and at a rate that maintains their productivity, biodiversity, regeneration capacity, vitality and their potential to fulfil now and in the future relevant ecological, economic and social functions at local, national and global levels and that does not cause damage to other ecosystems.",http://data.europa.eu/esco/isced-f/0821,forestry
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4300b453-9bcf-474c-9ee3-92ec2229720c,global standards for sustainability reporting,released,knowledge,sector-specific,non financial reporting guidelines | sustainability standardised reporting frameworks | global reporting framework for sustainability | global reporting guidelines for sustainability,"The global, standardised reporting framework that enable organisations to quantify and communicate about their environmental, social and governance impact.",http://data.europa.eu/esco/isced-f/0412,"finance, banking and insurance"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/442328a8-8a11-4e15-b80c-402a9bd5844d,conduct research on climate processes,released,skill/competence,cross-sector,conduct research on climatic processes | study climate processes | research climate processes | analyse climate processes,Conduct research on the characteristic events occurring in the atmosphere during the interactions and transformations of various atmospheric components and conditions.,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,conducting academic or market research
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/44493977-83c4-49e0-88b2-28435da57cd0,minimise environmental impact on the surrounding area,released,skill/competence,occupation-specific,minimising surrounding area environmental impact | reducing surrounding area environmental impact | minimise surrounding area environmental impact | environmental impact reducing on the surrounding area | reduce environmental impact on the surrounding area | reducing environmental impact on the surrounding area | minimising environmental impact on the surrounding area | environmental impact minimising on the surrounding area | reduce surrounding area environmental impact,"Minimise the waste of materials and dispose of debris correctly. Minimise the damage to plants, features and surrounding areas.",http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,operating agricultural or forestry equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/444d3725-902f-49aa-9363-7de405bb991d,measure the impact of specific aquaculture activity,released,skill/competence,sector-specific,impact identifying of specific aquaculture activity | identify the environmental impact of specific aquaculture activity | identify the impact of specific aquaculture activity | impact measuring of specific aquaculture activity | identifying the impact of specific aquaculture activity | measure the environmental impact of specific aquaculture activity | identifying the environmental impact of specific aquaculture activity | environmental impact identifying of specific aquaculture activity | measuring the environmental impact of specific aquaculture activity | measuring the impact of specific aquaculture activity | environmental impact measuring of specific aquaculture activity,"Identify and measure the biological, physico-chemical impacts of specific aquaculture farm activity on the environment. Carry out all necessary tests, including collection and processing of samples for analysis.",http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,measuring dimensions and related properties
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/44d5340c-45df-4478-9e55-2363342a7324,design building retrofitting solutions,released,skill/competence,sector-specific,retrofit buildings | design building renovation plan,"Providing something with a component or feature not fitted during manufacture or adding something that it did not have when first constructed. used in relation to the installation of new building systems, such as heating systems, but it might also refer to the fabric of a building, for example, retrofitting insulation or double glazing. Design solutions to retrofit existing residential and commercial building space in order to upgrade their performance, for example by reducing energy and water usage. Evaluate the range of retrofit technologies available and select the more suitable ones based on the characteristics of the building.",http://data.europa.eu/esco/skill/2eea3fd6-82ee-4334-8e36-62a0707cade1 | http://data.europa.eu/esco/skill/cc0a45a7-4883-4122-af11-7ca6c45a37c2 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,design building air tightness | design building envelope systems | designing structures or facilities
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/450aeb6d-5f23-4e08-b088-3bbefbfb9f2d,aquatic ecology,released,knowledge,cross-sector,water ecosystems | eco-systems in water | biology of aquatic ecology | water eco-systems | field of aquatic ecology | science of aquatic ecology,"Aquatic ecology is the study of aquatic organisms, how they interact, where they live, and what they do.",http://data.europa.eu/esco/isced-f/0521,environmental sciences
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4548416b-2310-4afc-bd6a-c022d3e41014,ensure cost efficiency in food manufacturing,released,skill/competence,sector-specific,maintain cost efficiency in food manufacturing | ensure the cost efficiency of food manufacturing | secure cost efficiency in food manufacturing | assure cost efficiency in food manufacturing | establish cost efficiency in food manufacturing | ensure cost efficient food manufacturing | ensure cost efficiency in food manufacture,"Ensure that the whole process of food manufacturing from receipt of raw materials, production, to food manufacturing and packaging processes is cost-effective and efficient.",http://data.europa.eu/esco/skill/ce541a71-0eaa-40e7-999d-793d1f16fa4c | http://data.europa.eu/esco/skill/7a93e22f-54d8-4bf0-9213-d711f6601b49 | http://data.europa.eu/esco/skill/0779d482-4154-4fbb-9a22-d9fd89c39d67,"adapt efficient food processing practices | work efficiently | organising, planning and scheduling work and activities"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4562497f-836c-415a-b5ce-4ec3b5766d09,propose alternative rubber compound ingredients,released,skill/competence,occupation-specific,define safe compounding solutions | suggest alternative compound ingredients | propose safe compounding alternatives,Identify potentially toxic ingredients inside rubber compounds and propose alternative ingredients or compounds with similar functionality.,http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,developing solutions
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/456f68b4-ca28-4029-a67f-7813b2c6cb4d,food ethics,released,knowledge,sector-specific,food ethical principles | food ethical values,"Set of ethical values and principles that guide the production, distribution, and consumption of food. It embraces a broad range of matters, including food safety, environmental sustainability, cultural sensivity , fair labour practices, animal welfare, and social responsibility. Food ethics can encompass collective and individual responsibility.",http://data.europa.eu/esco/isced-f/0223,philosophy and ethics
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45b2a257-1c28-4c84-bc71-a4871e398c54,research locations for wind farms,released,skill/competence,sector-specific,evaluating wind farm sites | wind farm site evaluating | locations researching for wind farms | evaluate wind farm sites | researching locations for wind farms | location researching for wind farms | site evaluating for wind farms,"Perform research on-site and using a wind atlas in order to evaluate different locations which could be suitable for the construction of groups of wind turbines, as well as perform follow-up research on the location in order to aid in the development of construction plans.",http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,assessing land or real estate
